Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8,PGN LABEL,PGN
-264534000,10FFFF17,TRUE,Rx,0,8,ED,FC,FF,FF,FF,FF,FF,FF,Proprietary B(last entry),FFFF
-264534000,18EFFF17,TRUE,Rx,0,8,F2,31,FF,FF,DC,F0,FF,FF,Proprietary A,EFFF
-264533000,18EFFF17,TRUE,Rx,0,8,64,19,0,FF,FF,FF,FF,F1,Proprietary A,EFFF
-264531000,0CF00300,TRUE,Rx,0,8,FF,FE,36,FF,FF,FF,98,FF,Electronic Engine Controller 2,F003
-264531000,0CF00400,TRUE,Rx,0,8,F0,FF,A5,54,1B,FF,F0,FF,Electronic Engine Controller 1,F004
-264531000,10EFAF23,TRUE,Rx,0,8,F0,0D,F2,FF,FF,14,FF,FF,Proprietary A,EFAF
-264530000,04F00332,TRUE,Rx,0,8,FF,0,36,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-264530000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,E8,0,FF,FC,Proprietary B,FF52
-264530000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,AF,4B,Proprietary B,FF71
-264529000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-264529000,0CEFFF31,TRUE,Rx,0,8,F7,1,FF,FF,FF,FF,FF,FF,Proprietary A,EFFF
-264529000,10EFAF31,TRUE,Rx,0,8,F0,0D,F1,0,4,FF,FF,FF,Proprietary A,EFAF
-264528000,04EFFF05,TRUE,Rx,0,8,64,15,D2,F0,FF,1F,10,0E,Proprietary A,EFFF
-264527000,08FFFEBE,TRUE,Rx,0,8,AC,FF,FF,F9,F9,FF,4,1,Proprietary B,FFFE
-264527000,08FF4803,TRUE,Rx,0,8,19,19,19,19,5,0,5F,0,Proprietary B,FF48
-264526000,04FF4903,TRUE,Rx,0,8,20,1F,0,2,88,13,88,13,Proprietary B,FF49
-264526000,08FF5003,TRUE,Rx,0,8,30,75,30,75,0,0,FE,5B,Proprietary D,FF50
-264526000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,68,1B,FF,Electronic Transmission Controller 1,F002
-264526000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-264525000,10EFAF47,TRUE,Rx,0,8,F0,0D,F2,10,FF,FF,FF,FF,Proprietary A,EFAF
-264525000,0800FF03,TRUE,Rx,0,8,DF,80,3E,FA,FF,FF,FF,30,Proprietary E,00FF
-264524000,0CFD9236,TRUE,Rx,0,8,FF,0,0,FF,FF,FF,FF,FF,Engine Operating Information,FD92
-264524000,0CFFF336,TRUE,Rx,0,8,5,C4,3,FF,FF,FF,FF,FF,Proprietary B,FFF3
-264523000,0CFDDA36,TRUE,Rx,0,8,1,0,1,0,FF,0,0,0,Basic Joystick Message 3,FDDA
-264522000,18FFFBAF,TRUE,Rx,0,8,0,20,0,0,0,3,FF,FF,Proprietary B,FFFB
-264522000,18EFFF26,TRUE,Rx,0,8,F1,7,0,0,FF,FF,FF,FF,Proprietary A,EFFF
-264521000,0CF00300,TRUE,Rx,0,8,FF,FE,37,FF,FF,FF,97,FF,Electronic Engine Controller 2,F003
-264521000,0CF00400,TRUE,Rx,0,8,F0,FF,A5,52,1B,FF,F0,FF,Electronic Engine Controller 1,F004
-264520000,04F00332,TRUE,Rx,0,8,FF,0,37,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-264520000,1CFF7205,TRUE,Rx,0,8,0,0,15,1,FF,FF,FF,FF,Proprietary B,FF72
-264520000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,EC,0,FF,FC,Proprietary B,FF52
-264519000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,BF,56,Proprietary B,FF71
-264519000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-264517000,0CFFF823,TRUE,Rx,0,8,80,C0,0,0,0,0,FF,FF,Proprietary B,FFF8
-264517000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-264516000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,68,1B,FF,Electronic Transmission Controller 1,F002
-264516000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-264516000,0CFDD8F6,TRUE,Rx,0,8,4,B2,FF,FF,FF,FF,FF,FF,Basic Joystick Message 2,FDD8
-264511000,0CF00300,TRUE,Rx,0,8,FF,FE,36,FF,FF,FF,97,FF,Electronic Engine Controller 2,F003
-264511000,0CF00400,TRUE,Rx,0,8,F0,FF,A6,62,1B,FF,F0,FF,Electronic Engine Controller 1,F004
-264510000,04F00332,TRUE,Rx,0,8,FF,0,36,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-264510000,08FFF832,TRUE,Rx,0,8,0F,0,0,FF,FF,FF,FF,FF,Proprietary B,FFF8
-264510000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,F0,0,FF,FC,Proprietary B,FF52
-264510000,08FEF105,TRUE,Rx,0,8,FF,0,0,CF,FF,FF,FF,FF,Cruise Control/Vehicle Speed 1,FEF1
-264509000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-264509000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,CF,5,Proprietary B,FF71
-264508000,04EFFF05,TRUE,Rx,0,8,64,15,D3,F0,FF,1F,10,0E,Proprietary A,EFFF
-264507000,08FF4803,TRUE,Rx,0,8,19,19,19,19,5,0,5F,0,Proprietary B,FF48
-264507000,18FFF8BE,TRUE,Rx,0,8,71,FF,FF,FE,4,FF,FF,FF,Proprietary B,FFF8
-264507000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-264506000,08FF5003,TRUE,Rx,0,8,30,75,30,75,0,0,FE,5C,Proprietary D,FF50
-264506000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,68,1B,FF,Electronic Transmission Controller 1,F002
-264506000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-264505000,10EFAF47,TRUE,Rx,0,8,F0,0D,F3,FF,FF,0,FF,FF,Proprietary A,EFAF
-264505000,0800FF03,TRUE,Rx,0,8,DF,80,3E,FA,FF,FF,FF,62,Proprietary E,00FF
-264505000,0CFF4503,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,Proprietary B,FF45
-264503000,0CFDDA36,TRUE,Rx,0,8,1,0,1,0,FF,0,0,0,Basic Joystick Message 3,FDDA
-264501000,0CF00300,TRUE,Rx,0,8,FF,FE,35,FF,FF,FF,97,FF,Electronic Engine Controller 2,F003
-264501000,0CF00400,TRUE,Rx,0,8,F0,FF,A6,66,1B,FF,F0,FF,Electronic Engine Controller 1,F004
-264501000,18F02300,TRUE,Rx,0,8,0,0,F0,FF,FF,0,FF,FF,Aftertreatment 1 SCR Dosing System Information 1,F023
-264500000,04F00332,TRUE,Rx,0,8,FF,0,35,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-264500000,18FDC332,TRUE,Rx,0,8,0,FF,0,FF,FF,FF,FF,FF,Electronic Engine Controller 15,FDC3
-264500000,08F00105,TRUE,Rx,0,8,FF,0,FF,CF,0,0,FF,FF,Electronic Brake Controller 1,F001
-264500000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,F4,0,FF,FC,Proprietary B,FF52
-264499000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,DF,18,Proprietary B,FF71
-264499000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-264499000,18EFFF05,TRUE,Rx,0,8,F2,24,FC,FF,FF,FF,FF,FF,Proprietary A,EFFF
-264497000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-264497000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,60,1B,FF,Electronic Transmission Controller 1,F002
-264496000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-264496000,0CFDD8F6,TRUE,Rx,0,8,84,B1,FF,FF,FF,FF,FF,FF,Basic Joystick Message 2,FDD8
-264492000,0CF00300,TRUE,Rx,0,8,FF,FE,35,FF,FF,FF,97,FF,Electronic Engine Controller 2,F003
-264491000,0CF00400,TRUE,Rx,0,8,F0,FF,A5,6C,1B,FF,F0,FF,Electronic Engine Controller 1,F004
-264491000,10EFAF23,TRUE,Rx,0,8,F0,0D,F3,0,FF,FF,FF,FF,Proprietary A,EFAF
-264491000,18EFFF00,TRUE,Rx,0,8,64,7,0,0,FF,3,7C,7A,Proprietary A,EFFF
-264490000,04F00332,TRUE,Rx,0,8,FF,0,35,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-264490000,08FFF832,TRUE,Rx,0,8,AF,0,0,0,0,FF,FF,FF,Proprietary B,FFF8
-264490000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,F8,0,FF,FC,Proprietary B,FF52
-264490000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,EF,3F,Proprietary B,FF71
-264489000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-264489000,10EFAF31,TRUE,Rx,0,8,F0,0D,F2,FF,0,FF,FF,FF,Proprietary A,EFAF
-264489000,18EF2617,TRUE,Rx,0,8,F1,8,0,40,0,0,2,0,Proprietary A,EF26
-264488000,18FEDF00,TRUE,Rx,0,8,83,20,1C,FF,FF,FF,FF,0,Electronic Engine Controller 3,FEDF
-264488000,04EFFF05,TRUE,Rx,0,8,64,15,D4,F0,37,21,10,0E,Proprietary A,EFFF
-264488000,18FF1905,TRUE,Rx,0,8,7F,35,FF,FF,FF,FF,FF,FF,Proprietary B,FF19
-264488000,1CEBFF00,TRUE,Rx,0,8,2,0F,AB,60,1D,D7,20,2B,"ISO Transport Protocol, Data Transfer",EBFF
-264487000,10EFAF47,TRUE,Rx,0,8,F0,0D,F4,0,FF,FF,FF,FF,Proprietary A,EFAF
-264487000,0CFFFEBE,TRUE,Rx,0,8,F3,FF,FF,F1,FF,FF,FF,FF,Proprietary B,FFFE
-264487000,08FF4803,TRUE,Rx,0,8,19,19,19,19,5,0,5F,0,Proprietary B,FF48
-264486000,08FFFEBE,TRUE,Rx,0,8,AC,FF,FF,F9,F9,FF,4,1,Proprietary B,FFFE
-264486000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-264486000,08FF5003,TRUE,Rx,0,8,30,75,30,75,0,0,FE,5A,Proprietary D,FF50
-264486000,0CFDD6D0,TRUE,Rx,0,8,1,0,1,0,FF,FF,FF,FF,Basic Joystick Message 1,FDD6
-264485000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,60,1B,FF,Electronic Transmission Controller 1,F002
-264485000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-264485000,0800FF03,TRUE,Rx,0,8,DF,80,3E,FA,FF,FF,FF,4,Proprietary E,00FF
-264483000,0CFDDA36,TRUE,Rx,0,8,1,0,1,0,FF,0,0,0,Basic Joystick Message 3,FDDA
-264481000,0CF00300,TRUE,Rx,0,8,FF,FE,35,FF,FF,FF,97,FF,Electronic Engine Controller 2,F003
-264481000,0CF00400,TRUE,Rx,0,8,F0,FF,A5,70,1B,FF,F0,FF,Electronic Engine Controller 1,F004
-264481000,18FECA03,TRUE,Rx,0,8,0,FF,0,0,0,0,FF,FF,Active Diagnostic Trouble Codes,FECA
-264480000,18FEF200,TRUE,Rx,0,8,C9,0,FF,FF,FF,FF,FF,FF,Fuel Economy (Liquid),FEF2
-264480000,04F00332,TRUE,Rx,0,8,FF,0,35,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-264480000,18FDCD31,TRUE,Rx,0,8,FF,FF,FF,FF,FF,FF,FF,FF,Operator Wiper and Washer Controls Message,FDCD
-264480000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,C0,0,FF,FC,Proprietary B,FF52
-264479000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,0F,99,Proprietary B,FF71
-264479000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-264477000,18FF19BE,TRUE,Rx,0,8,FF,FF,A2,6C,C4,2C,FF,FF,Proprietary B,FF19
-264477000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-264477000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,68,1B,FF,Electronic Transmission Controller 1,F002
-264476000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-264476000,0CFF4003,TRUE,Rx,0,8,3,0,0,0,FF,FF,FF,5,Proprietary B,FF40
-264476000,0CFDD8F6,TRUE,Rx,0,8,84,B1,FF,FF,FF,FF,FF,FF,Basic Joystick Message 2,FDD8
-264472000,0CF00300,TRUE,Rx,0,8,FF,FE,34,FF,FF,FF,97,FF,Electronic Engine Controller 2,F003
-264471000,0CF00400,TRUE,Rx,0,8,F0,FF,A5,74,1B,FF,F0,FF,Electronic Engine Controller 1,F004
-264470000,04F00332,TRUE,Rx,0,8,FF,0,34,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-264470000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,C4,0,FF,FC,Proprietary B,FF52
-264470000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,1F,84,Proprietary B,FF71
-264469000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-264469000,18FEA847,TRUE,Rx,0,8,78,FF,FF,FF,FF,FF,FF,FF,Articulation Control,FEA8
-264468000,04EFFF05,TRUE,Rx,0,8,64,15,D5,F0,37,21,10,0E,Proprietary A,EFFF
-264467000,10EFAF47,TRUE,Rx,0,8,F0,0D,F0,10,0,0,FF,FF,Proprietary A,EFAF
-264467000,08FF4803,TRUE,Rx,0,8,19,19,19,19,5,0,5F,0,Proprietary B,FF48
-264467000,0CFFF823,TRUE,Rx,0,8,80,C0,0,0,0,0,FF,FF,Proprietary B,FFF8
-264466000,04FF4903,TRUE,Rx,0,8,20,1F,0,2,88,13,88,13,Proprietary B,FF49
-264466000,08FF5003,TRUE,Rx,0,8,30,75,30,75,0,0,FE,5B,Proprietary D,FF50
-264466000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,68,1B,FF,Electronic Transmission Controller 1,F002
-264466000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-264465000,0800FF03,TRUE,Rx,0,8,DF,80,3E,FA,FF,FF,FF,26,Proprietary E,00FF
-264465000,0CFF1E03,TRUE,Rx,0,8,3,0,2,FF,83,F3,F0,5,Proprietary B,FF1E
-264465000,0CFF4103,TRUE,Rx,0,8,FF,FF,FF,FF,FF,8A,53,90,Proprietary B,FF41
-264464000,08F00136,TRUE,Rx,0,8,FF,FF,FF,CF,FF,FF,FF,FF,Electronic Brake Controller 1,F001
-264463000,0CFDDA36,TRUE,Rx,0,8,1,0,1,0,FF,0,0,0,Basic Joystick Message 3,FDDA
-264461000,0CF00300,TRUE,Rx,0,8,FF,FE,34,FF,FF,FF,98,FF,Electronic Engine Controller 2,F003
-264461000,0CF00400,TRUE,Rx,0,8,F0,FF,A5,7E,1B,FF,F0,FF,Electronic Engine Controller 1,F004
-264460000,04F00332,TRUE,Rx,0,8,FF,0,34,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-264460000,08FFF832,TRUE,Rx,0,8,0F,0,0,FF,FF,FF,FF,FF,Proprietary B,FFF8
-264460000,08FEF105,TRUE,Rx,0,8,FF,0,0,CF,FF,FF,FF,FF,Cruise Control/Vehicle Speed 1,FEF1
-264460000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,C8,0,FF,FC,Proprietary B,FF52
-264459000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,2F,A3,Proprietary B,FF71
-264459000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-264457000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-264457000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,68,1B,FF,Electronic Transmission Controller 1,F002
-264456000,0CF00503,TRUE,Rx,0,8,7D,FF,FF,7D,FF,FF,FF,FF,Electronic Transmission Controller 2,F005
-264456000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-264456000,0CFF4503,TRUE,Rx,0,8,0,0,0,0,0,0,0,0,Proprietary B,FF45
-264455000,0CFDD8F6,TRUE,Rx,0,8,4,B2,FF,FF,FF,FF,FF,FF,Basic Joystick Message 2,FDD8
-264454000,18FFFE36,TRUE,Rx,0,8,2,FF,FF,FF,F0,FF,FF,FF,Proprietary B,FFFE
-264451000,0CF00300,TRUE,Rx,0,8,FF,FE,33,FF,FF,FF,98,FF,Electronic Engine Controller 2,F003
-264451000,0CF00400,TRUE,Rx,0,8,F0,FF,A4,84,1B,FF,F0,FF,Electronic Engine Controller 1,F004
-264451000,10EFAF23,TRUE,Rx,0,8,F0,0D,F4,FF,FF,14,FF,FF,Proprietary A,EFAF
-264451000,18F02300,TRUE,Rx,0,8,0,0,F0,FF,FF,0,FF,FF,Aftertreatment 1 SCR Dosing System Information 1,F023
-264450000,04F00332,TRUE,Rx,0,8,FF,0,33,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-264450000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,CC,0,FF,FC,Proprietary B,FF52
-264450000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,3F,BE,Proprietary B,FF71
-264449000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-264449000,0CFFFE31,TRUE,Rx,0,8,5,1F,41,13,0,FF,FF,FF,Proprietary B,FFFE
-264449000,10EFAF31,TRUE,Rx,0,8,F0,0D,F3,FF,0,FF,FF,FF,Proprietary A,EFAF
-264449000,0CFE4E31,TRUE,Rx,0,8,F4,FF,FF,FF,FF,FF,FF,FF,Door Control 1,FE4E
-264448000,18FDC332,TRUE,Rx,0,8,0,FF,0,FF,FF,FF,FF,FF,Electronic Engine Controller 15,FDC3
-264448000,04EFFF05,TRUE,Rx,0,8,64,15,D6,F0,67,20,10,0E,Proprietary A,EFFF
-264448000,0CEFFF31,TRUE,Rx,0,8,F7,1,FF,FF,FF,FF,FF,FF,Proprietary A,EFFF
-264447000,08FFFEBE,TRUE,Rx,0,8,AC,FF,FF,F9,F9,FF,4,1,Proprietary B,FFFE
-264447000,08FF4803,TRUE,Rx,0,8,19,19,19,19,5,0,5F,0,Proprietary B,FF48
-264446000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-264446000,08FF5003,TRUE,Rx,0,8,30,75,30,75,0,0,FE,5A,Proprietary D,FF50
-264446000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,68,1B,FF,Electronic Transmission Controller 1,F002
-264445000,10EFAF47,TRUE,Rx,0,8,F0,0D,F1,FF,FF,0,FF,FF,Proprietary A,EFAF
-264445000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-264445000,0800FF03,TRUE,Rx,0,8,DF,80,3E,FA,FF,FF,FF,30,Proprietary E,00FF
-264443000,0CFDDA36,TRUE,Rx,0,8,1,0,1,0,FF,0,0,0,Basic Joystick Message 3,FDDA
-264442000,0CF00300,TRUE,Rx,0,8,FF,FE,34,FF,FF,FF,98,FF,Electronic Engine Controller 2,F003
-264441000,0CF00400,TRUE,Rx,0,8,F0,FF,A4,7A,1B,FF,F0,FF,Electronic Engine Controller 1,F004
-264441000,18EFFF00,TRUE,Rx,0,8,64,10,11,11,C6,7,0,7D,Proprietary A,EFFF
-264440000,08FFF832,TRUE,Rx,0,8,AF,0,0,0,0,FF,FF,FF,Proprietary B,FFF8
-264440000,04F00332,TRUE,Rx,0,8,FF,0,34,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-264440000,0CFDE605,TRUE,Rx,0,8,0,FA,FF,FF,FF,FF,FF,FF,Hydraulic Braking System,FDE6
-264440000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,D0,0,FF,FC,Proprietary B,FF52
-264439000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,4F,ED,Proprietary B,FF71
-264439000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-264437000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-264437000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,68,1B,FF,Electronic Transmission Controller 1,F002
-264436000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-264436000,18FECA00,TRUE,Rx,0,6,0,FF,0,0,0,0,0,0,Active Diagnostic Trouble Codes,FECA
-264436000,1CEBFF00,TRUE,Rx,0,8,3,EE,E0,38,FF,FF,77,4,"ISO Transport Protocol, Data Transfer",EBFF
-264435000,0CFDD8F6,TRUE,Rx,0,8,84,B1,FF,FF,FF,FF,FF,FF,Basic Joystick Message 2,FDD8
-264431000,0CF00300,TRUE,Rx,0,8,FF,FE,34,FF,FF,FF,98,FF,Electronic Engine Controller 2,F003
-264431000,0CF00400,TRUE,Rx,0,8,F0,FF,A5,7A,1B,FF,F0,FF,Electronic Engine Controller 1,F004
-264430000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,D4,0,FF,FC,Proprietary B,FF52
-264430000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,5F,F0,Proprietary B,FF71
-264430000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-264428000,04EFFF05,TRUE,Rx,0,8,64,15,D7,F0,67,20,10,0E,Proprietary A,EFFF
-264427000,10EFAF47,TRUE,Rx,0,8,F0,0D,F2,10,FF,FF,FF,FF,Proprietary A,EFAF
-264427000,08FF4803,TRUE,Rx,0,8,19,19,19,19,5,0,5F,0,Proprietary B,FF48
-264427000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-264427000,08FF5003,TRUE,Rx,0,8,30,75,30,75,0,0,FE,5B,Proprietary D,FF50
-264426000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,70,1B,FF,Electronic Transmission Controller 1,F002
-264426000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-264426000,18FFF8FB,TRUE,Rx,0,8,EB,0,55,0,0,0,0,0,Proprietary B,FFF8
-264425000,0800FF03,TRUE,Rx,0,8,DF,80,3E,FA,FF,FF,FF,62,Proprietary E,00FF
-264424000,0CFFF336,TRUE,Rx,0,8,5,C4,3,FF,FF,FF,FF,FF,Proprietary B,FFF3
-264423000,0CFDDA36,TRUE,Rx,0,8,1,0,1,0,FF,0,0,0,Basic Joystick Message 3,FDDA
-264423000,18FFFBAF,TRUE,Rx,0,8,0,20,0,0,0,3,FF,FF,Proprietary B,FFFB
-264422000,0CF00300,TRUE,Rx,0,8,FF,FE,34,FF,FF,FF,98,FF,Electronic Engine Controller 2,F003
-264421000,0CF00400,TRUE,Rx,0,8,F0,FF,A5,7C,1B,FF,F0,FF,Electronic Engine Controller 1,F004
-264421000,18FEEE00,TRUE,Rx,0,8,59,43,FF,FF,FF,FF,FF,FF,Engine Temperature 1,FEEE
-264420000,04F00332,TRUE,Rx,0,8,FF,0,34,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-264420000,18EFFF26,TRUE,Rx,0,8,F1,7,0,0,FF,FF,FF,FF,Proprietary A,EFFF
-264420000,1CFF7205,TRUE,Rx,0,8,0,0,15,1,FF,FF,FF,FF,Proprietary B,FF72
-264420000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,D8,0,FF,FC,Proprietary B,FF52
-264419000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,6F,D7,Proprietary B,FF71
-264419000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-264419000,14FFFA05,TRUE,Rx,0,8,1,5,FF,FF,CF,FF,7,1,Proprietary B,FFFA
-264417000,0CFFF823,TRUE,Rx,0,8,80,C0,0,0,0,0,FF,FF,Proprietary B,FFF8
-264417000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-264416000,04F00203,TRUE,Rx,0,8,CC,0,0,FF,FF,70,1B,FF,Electronic Transmission Controller 1,F002
-264416000,04FE4A03,TRUE,Rx,0,8,FF,3F,0,7D,FC,FF,FF,FF,Electronic Transmission Controller 7,FE4A
-264416000,0CFDD8F6,TRUE,Rx,0,8,84,B1,FF,FF,FF,FF,FF,FF,Basic Joystick Message 2,FDD8
-264411000,0CF00300,TRUE,Rx,0,8,FF,FE,35,FF,FF,FF,98,FF,Electronic Engine Controller 2,F003
-264411000,0CF00400,TRUE,Rx,0,8,F0,FF,A5,72,1B,FF,F0,FF,Electronic Engine Controller 1,F004
-264410000,04F00332,TRUE,Rx,0,8,FF,0,35,0,0,FF,FF,FF,Electronic Engine Controller 2,F003
-264410000,08FFF832,TRUE,Rx,0,8,0F,0,0,FF,FF,FF,FF,FF,Proprietary B,FFF8
-264410000,0CFEFA05,TRUE,Rx,0,8,FF,FF,FF,FD,FF,FF,FF,FF,Brakes 1,FEFA
-264410000,04FF5205,TRUE,Rx,0,8,DF,64,7D,E8,DC,0,FF,FC,Proprietary B,FF52
-264409000,08FEF105,TRUE,Rx,0,8,FF,0,0,CF,FF,FF,FF,FF,Cruise Control/Vehicle Speed 1,FEF1
-264409000,04FF5105,TRUE,Rx,0,8,7F,0,0,FF,0,A7,F0,FF,Proprietary C,FF51
-264409000,0CFF7105,TRUE,Rx,0,8,FF,0,FF,FF,FF,FF,7F,CA,Proprietary B,FF71
-264408000,10EFAF31,TRUE,Rx,0,8,F0,0D,F4,FF,0,FF,FF,FF,Proprietary A,EFAF
-264408000,04EFFF05,TRUE,Rx,0,8,64,15,D8,F0,FF,1F,10,0E,Proprietary A,EFFF
-264407000,08FF4803,TRUE,Rx,0,8,19,19,19,19,5,0,5F,0,Proprietary B,FF48
-264407000,18FFF8BE,TRUE,Rx,0,8,71,FF,FF,FE,4,FF,FF,FF,Proprietary B,FFF8
-264407000,04FF4903,TRUE,Rx,0,8,20,20,0,2,88,13,88,13,Proprietary B,FF49
-264406000,08FFFEBE,TRUE,Rx,0,8,AC,FF,FF,F9,F9,FF,4,1,Proprietary B,FFFE
-264406000,08FF5003,TRUE,Rx,0,8,30,75,30,75,0,0,FE,5C,Proprietary D,FF50
-264406000,18EA26FB,TRUE,Rx,0,3,9,FF,0,0,0,0,0,0,ISO Request,EA26
